4,Is the headline clickbaity?,2,A little bit clickbaity,Certain kinds of exercise may mitigate the effects of aging at the cellular level.,The Best Exercise for Aging Muscles
4,Is the headline clickbaity?,2,A little bit clickbaity,Certain kinds of exercise may mitigate the effects of aging at the cellular level.,The Best Exercise for Aging Muscles
4,Is the headline clickbaity?,2,A little bit clickbaity,No seeds were lost but the ability of the rock vault to provide failsafe protection against all disasters is now threatened by climate change,Arctic stronghold of worldâ€™s seeds flooded after permafrost melts
4,Is the headline clickbaity?,2,A little bit clickbaity,No seeds were lost but the ability of the rock vault to provide failsafe protection against all disasters is now threatened by climate change,Arctic stronghold of worldâ€™s seeds flooded after permafrost melts
4,Is the headline clickbaity?,2,A little bit clickbaity,No seeds were lost but the ability of the rock vault to provide failsafe protection against all disasters is now threatened by climate change,Arctic stronghold of worldâ€™s seeds flooded after permafrost melts
4,Is the headline clickbaity?,2,A little bit clickbaity,No seeds were lost but the ability of the rock vault to provide failsafe protection against all disasters is now threatened by climate change,Arctic stronghold of worldâ€™s seeds flooded after permafrost melts
4,Is the headline clickbaity?,2,A little bit clickbaity,Much of the ice also appears to be thinner than normal â€” further signs of climate changeâ€™s effects on the region.,Arcticâ€™s Winter Sea Ice Drops to Its Lowest Recorded Level
4,Is the headline clickbaity?,2,A little bit clickbaity,"At least 1,200 people have been killed and millions have been left homeless followingÂ devastating floods that have hit India, Bangladesh and Nepal, in one of the worst flooding disasters to have affected the region in years. International aid agencies said thousands of villages have been cut off by flooding with people being deprived ofÂ food and clean water for days.Â  South AsiaÂ suffers from frequent flooding during the monsoon season, which lastsÂ from June to September, but authorities have said this year's floods have been much worse.Â ","Floods in India, Bangladesh and Nepal kill 1,200 and leave millions homeless"
4,Is the headline clickbaity?,3,Not at all clickbaity,"As we grow older we suffer a decline in mental and physical fitness, which can be made worse by conditions like Alzheimer's disease. A new study, published in the open-access journal Frontiers in Human ...",Dancing can reverse the signs of aging in the brain
4,Is the headline clickbaity?,3,Not at all clickbaity,"As we grow older we suffer a decline in mental and physical fitness, which can be made worse by conditions like Alzheimer's disease. A new study, published in the open-access journal Frontiers in Human ...",Dancing can reverse the signs of aging in the brain
4,Is the headline clickbaity?,3,Not at all clickbaity,The bill would also mean insurers could consider having postpartum depression or surviving domestic abuse pre-existing conditions.,"Under the GOP's health plan, sexual assault could be considered a pre-existing condition"
4,Is the headline clickbaity?,3,Not at all clickbaity,Certain kinds of exercise may mitigate the effects of aging at the cellular level.,The Best Exercise for Aging Muscles
4,Is the headline clickbaity?,3,Not at all clickbaity,No seeds were lost but the ability of the rock vault to provide failsafe protection against all disasters is now threatened by climate change,Arctic stronghold of worldâ€™s seeds flooded after permafrost melts
4,Is the headline clickbaity?,3,Not at all clickbaity,"Birth order doesn't affect personality, but it does set certain siblings up for more success, new research has found.","The oldest child is actually the smartest, study finds"
4,Is the headline clickbaity?,3,Not at all clickbaity,"At least 1,200 people have been killed and millions have been left homeless followingÂ devastating floods that have hit India, Bangladesh and Nepal, in one of the worst flooding disasters to have affected the region in years. International aid agencies said thousands of villages have been cut off by flooding with people being deprived ofÂ food and clean water for days.Â  South AsiaÂ suffers from frequent flooding during the monsoon season, which lastsÂ from June to September, but authorities have said this year's floods have been much worse.Â ","Floods in India, Bangladesh and Nepal kill 1,200 and leave millions homeless"
